fid,Year,Geography code,Geography name,Cancer Type,Age 00 to 24,Age 25 to 49,Age 50 to 59,Age 60 to 69,Age 70 to 79,Age 80 and over,Total Incidence,ICB
167,2018,E07000147,North Norfolk,Brain,1,6,5,7,10,11,80,Norfolk and Suffolk
167,2018,E07000147,North Norfolk,Head and neck,0,3,2,5,7,4,42,Norfolk and Suffolk
167,2018,E07000147,North Norfolk,Kidney,0,2,3,2,9,8,48,Norfolk and Suffolk
167,2018,E07000147,North Norfolk,Liver and biliary tract,0,1,5,3,8,8,50,Norfolk and Suffolk
167,2018,E07000147,North Norfolk,Lung,1,2,5,26,34,40,216,Norfolk and Suffolk
167,2018,E07000147,North Norfolk,Pancreas,0,0,2,8,13,9,64,Norfolk and Suffolk
167,2018,E07000147,North Norfolk,Skin cancer,0,17,35,86,199,255,1184,Norfolk and Suffolk
168,2018,E07000148,Norwich,Bladder,0,0,4,8,7,12,62,Norfolk and Suffolk
168,2018,E07000148,Norwich,Blood cancer,7,9,8,20,18,27,178,Norfolk and Suffolk
168,2018,E07000148,Norwich,Bowel,0,8,11,17,24,19,158,Norfolk and Suffolk
168,2018,E07000148,Norwich,Brain,0,5,5,5,5,3,46,Norfolk and Suffolk
168,2018,E07000148,Norwich,Head and neck,0,4,6,10,5,6,62,Norfolk and Suffolk
168,2018,E07000148,Norwich,Kidney,0,5,4,6,4,2,42,Norfolk and Suffolk
168,2018,E07000148,Norwich,Liver and biliary tract,0,0,4,2,2,5,26,Norfolk and Suffolk
168,2018,E07000148,Norwich,Lung,0,7,15,18,41,25,212,Norfolk and Suffolk
168,2018,E07000148,Norwich,Pancreas,0,0,2,4,4,7,34,Norfolk and Suffolk
168,2018,E07000148,Norwich,Skin cancer,0,22,36,56,128,143,770,Norfolk and Suffolk
169,2018,E07000149,South Norfolk,Bladder,0,3,2,6,27,15,106,Norfolk and Suffolk
169,2018,E07000149,South Norfolk,Blood cancer,4,8,11,19,35,30,214,Norfolk and Suffolk
169,2018,E07000149,South Norfolk,Bowel,0,4,15,21,36,32,216,Norfolk and Suffolk
169,2018,E07000149,South Norfolk,Brain,4,6,2,4,6,5,54,Norfolk and Suffolk
169,2018,E07000149,South Norfolk,Head and neck,0,3,6,11,4,2,52,Norfolk and Suffolk
169,2018,E07000149,South Norfolk,Kidney,0,3,5,7,11,6,64,Norfolk and Suffolk
169,2018,E07000149,South Norfolk,Liver and biliary tract,0,0,1,0,4,4,18,Norfolk and Suffolk
169,2018,E07000149,South Norfolk,Lung,0,1,4,25,49,28,214,Norfolk and Suffolk
169,2018,E07000149,South Norfolk,Pancreas,0,0,3,1,13,8,50,Norfolk and Suffolk
169,2018,E07000149,South Norfolk,Skin cancer,0,31,60,101,223,222,1274,Norfolk and Suffolk
190,2018,E07000200,Babergh,Bladder,0,1,3,9,22,18,106,Norfolk and Suffolk
190,2018,E07000200,Babergh,Blood cancer,3,2,9,10,31,24,158,Norfolk and Suffolk
190,2018,E07000200,Babergh,Bowel,0,2,5,18,32,24,162,Norfolk and Suffolk
190,2018,E07000200,Babergh,Brain,1,4,5,3,4,1,36,Norfolk and Suffolk
190,2018,E07000200,Babergh,Head and neck,0,3,5,4,4,1,34,Norfolk and Suffolk
190,2018,E07000200,Babergh,Kidney,0,2,1,5,6,8,44,Norfolk and Suffolk
190,2018,E07000200,Babergh,Liver and biliary tract,0,0,1,4,5,5,30,Norfolk and Suffolk
190,2018,E07000200,Babergh,Lung,0,1,4,16,24,17,124,Norfolk and Suffolk
190,2018,E07000200,Babergh,Pancreas,0,0,1,1,5,5,24,Norfolk and Suffolk
190,2018,E07000200,Babergh,Skin cancer,0,22,44,92,205,205,1136,Norfolk and Suffolk
191,2018,E07000202,Ipswich,Bladder,0,0,5,6,13,15,78,Norfolk and Suffolk
191,2018,E07000202,Ipswich,Blood cancer,1,7,7,15,27,20,154,Norfolk and Suffolk
191,2018,E07000202,Ipswich,Bowel,0,11,7,18,19,15,140,Norfolk and Suffolk
191,2018,E07000202,Ipswich,Brain,3,6,4,8,1,5,54,Norfolk and Suffolk
191,2018,E07000202,Ipswich,Head and neck,0,1,4,4,6,6,42,Norfolk and Suffolk
191,2018,E07000202,Ipswich,Kidney,0,2,4,5,8,5,48,Norfolk and Suffolk
191,2018,E07000202,Ipswich,Liver and biliary tract,0,1,0,5,3,5,28,Norfolk and Suffolk
191,2018,E07000202,Ipswich,Lung,0,5,9,29,37,25,210,Norfolk and Suffolk
191,2018,E07000202,Ipswich,Pancreas,0,2,4,3,9,5,46,Norfolk and Suffolk
191,2018,E07000202,Ipswich,Skin cancer,0,16,34,75,107,184,832,Norfolk and Suffolk
192,2018,E07000203,Mid Suffolk,Bladder,0,0,4,13,14,13,88,Norfolk and Suffolk
192,2018,E07000203,Mid Suffolk,Blood cancer,2,2,11,19,34,17,170,Norfolk and Suffolk
192,2018,E07000203,Mid Suffolk,Bowel,0,3,6,23,22,22,152,Norfolk and Suffolk
192,2018,E07000203,Mid Suffolk,Brain,0,2,3,6,7,4,44,Norfolk and Suffolk
192,2018,E07000203,Mid Suffolk,Head and neck,0,4,1,4,5,3,34,Norfolk and Suffolk
192,2018,E07000203,Mid Suffolk,Kidney,0,0,2,6,9,3,40,Norfolk and Suffolk
192,2018,E07000203,Mid Suffolk,Liver and biliary tract,0,0,2,5,2,10,38,Norfolk and Suffolk
192,2018,E07000203,Mid Suffolk,Lung,0,0,2,7,18,16,86,Norfolk and Suffolk
192,2018,E07000203,Mid Suffolk,Pancreas,0,3,1,2,9,3,36,Norfolk and Suffolk
192,2018,E07000203,Mid Suffolk,Skin cancer,1,15,51,99,206,207,1158,Norfolk and Suffolk
222,2018,E07000240,St Albans,Bladder,0,0,1,6,17,16,80,Central East
222,2018,E07000240,St Albans,Blood cancer,2,11,10,20,31,34,216,Central East
222,2018,E07000240,St Albans,Bowel,0,5,12,17,25,27,172,Central East
222,2018,E07000240,St Albans,Brain,3,6,4,4,6,4,54,Central East
222,2018,E07000240,St Albans,Head and neck,0,3,3,6,5,3,40,Central East
222,2018,E07000240,St Albans,Kidney,0,1,2,6,5,3,34,Central East
222,2018,E07000240,St Albans,Liver and biliary tract,0,0,2,3,4,9,36,Central East
222,2018,E07000240,St Albans,Lung,0,7,5,14,18,22,132,Central East
222,2018,E07000240,St Albans,Pancreas,0,1,3,2,4,12,44,Central East
222,2018,E07000240,St Albans,Skin cancer,0,42,60,96,213,244,1310,Central East
223,2018,E07000241,Welwyn Hatfield,Bladder,0,0,5,8,11,11,70,Central East
223,2018,E07000241,Welwyn Hatfield,Blood cancer,4,10,5,8,23,24,148,Central East
223,2018,E07000241,Welwyn Hatfield,Bowel,0,4,8,21,22,22,154,Central East
223,2018,E07000241,Welwyn Hatfield,Brain,0,4,2,3,3,2,28,Central East
223,2018,E07000241,Welwyn Hatfield,Head and neck,0,1,3,2,2,1,18,Central East
223,2018,E07000241,Welwyn Hatfield,Kidney,0,0,0,3,2,2,14,Central East
223,2018,E07000241,Welwyn Hatfield,Liver and biliary tract,0,0,3,2,2,2,18,Central East
223,2018,E07000241,Welwyn Hatfield,Lung,0,4,6,22,18,19,138,Central East
223,2018,E07000241,Welwyn Hatfield,Pancreas,0,0,1,4,6,3,28,Central East
223,2018,E07000241,Welwyn Hatfield,Skin cancer,0,21,33,81,146,181,924,Central East
224,2018,E07000242,East Hertfordshire,Bladder,0,1,7,8,17,19,104,Central East
224,2018,E07000242,East Hertfordshire,Blood cancer,1,12,13,17,28,15,172,Central East
224,2018,E07000242,East Hertfordshire,Bowel,0,3,7,20,21,33,168,Central East
224,2018,E07000242,East Hertfordshire,Brain,1,7,4,2,4,5,46,Central East
224,2018,E07000242,East Hertfordshire,Head and neck,0,4,4,3,3,1,30,Central East
224,2018,E07000242,East Hertfordshire,Kidney,0,0,5,5,3,15,56,Central East
224,2018,E07000242,East Hertfordshire,Liver and biliary tract,1,0,2,4,1,6,28,Central East
224,2018,E07000242,East Hertfordshire,Lung,0,0,9,14,30,20,146,Central East
224,2018,E07000242,East Hertfordshire,Pancreas,0,1,1,9,2,6,38,Central East
224,2018,E07000242,East Hertfordshire,Skin cancer,0,50,74,124,191,188,1254,Central East
225,2018,E07000243,Stevenage,Bladder,0,0,2,6,13,14,70,Central East
225,2018,E07000243,Stevenage,Blood cancer,4,7,8,13,10,14,112,Central East
225,2018,E07000243,Stevenage,Bowel,0,5,8,12,15,9,98,Central East
225,2018,E07000243,Stevenage,Brain,1,3,2,2,5,0,26,Central East
225,2018,E07000243,Stevenage,Head and neck,0,0,4,5,6,2,34,Central East
225,2018,E07000243,Stevenage,Kidney,0,0,8,4,4,4,40,Central East
225,2018,E07000243,Stevenage,Liver and biliary tract,0,1,0,1,2,3,14,Central East
225,2018,E07000243,Stevenage,Lung,0,1,1,10,21,23,112,Central East
225,2018,E07000243,Stevenage,Pancreas,0,0,1,4,3,6,28,Central East
225,2018,E07000243,Stevenage,Skin cancer,0,23,42,46,91,94,592,Central East
226,2018,E07000244,East Suffolk,Bladder,0,2,9,19,42,35,214,Norfolk and Suffolk
226,2018,E07000244,East Suffolk,Blood cancer,8,16,21,34,75,67,442,Norfolk and Suffolk
226,2018,E07000244,East Suffolk,Bowel,0,10,19,45,69,74,434,Norfolk and Suffolk
226,2018,E07000244,East Suffolk,Brain,4,13,11,18,12,9,134,Norfolk and Suffolk
226,2018,E07000244,East Suffolk,Head and neck,0,3,12,10,15,8,96,Norfolk and Suffolk
226,2018,E07000244,East Suffolk,Kidney,0,4,5,18,13,11,102,Norfolk and Suffolk
226,2018,E07000244,East Suffolk,Liver and biliary tract,0,0,6,8,14,22,100,Norfolk and Suffolk
226,2018,E07000244,East Suffolk,Lung,0,4,12,52,76,64,416,Norfolk and Suffolk
226,2018,E07000244,East Suffolk,Pancreas,0,0,2,12,26,16,112,Norfolk and Suffolk
226,2018,E07000244,East Suffolk,Skin cancer,1,60,81,204,450,520,2632,Norfolk and Suffolk
227,2018,E07000245,West Suffolk,Bladder,0,3,4,9,34,14,128,Norfolk and Suffolk
227,2018,E07000245,West Suffolk,Blood cancer,4,14,18,21,27,30,228,Norfolk and Suffolk
227,2018,E07000245,West Suffolk,Bowel,0,7,9,39,42,31,256,Norfolk and Suffolk
227,2018,E07000245,West Suffolk,Brain,4,5,9,7,7,9,82,Norfolk and Suffolk
227,2018,E07000245,West Suffolk,Head and neck,0,4,8,6,6,1,50,Norfolk and Suffolk
227,2018,E07000245,West Suffolk,Kidney,1,3,6,6,7,5,56,Norfolk and Suffolk
227,2018,E07000245,West Suffolk,Liver and biliary tract,2,3,2,7,8,8,60,Norfolk and Suffolk
227,2018,E07000245,West Suffolk,Lung,0,5,4,22,49,40,240,Norfolk and Suffolk
227,2018,E07000245,West Suffolk,Pancreas,0,0,1,5,10,6,44,Norfolk and Suffolk
227,2018,E07000245,West Suffolk,Skin cancer,2,53,88,174,336,312,1930,Norfolk and Suffolk
29,2019,E06000031,Peterborough,Bladder,0,1,6,13,18,10,96,Central East
29,2019,E06000031,Peterborough,Blood cancer,10,12,15,19,35,25,232,Central East
29,2019,E06000031,Peterborough,Bowel,1,10,15,25,44,28,246,Central East
29,2019,E06000031,Peterborough,Brain,3,10,6,9,5,4,74,Central East
29,2019,E06000031,Peterborough,Head and neck,0,4,9,6,4,3,52,Central East
29,2019,E06000031,Peterborough,Kidney,1,6,5,13,11,10,92,Central East
29,2019,E06000031,Peterborough,Liver and biliary tract,0,1,3,7,7,6,48,Central East
29,2019,E06000031,Peterborough,Lung,0,6,14,36,45,28,258,Central East
29,2019,E06000031,Peterborough,Pancreas,0,4,3,10,6,11,68,Central East
29,2019,E06000031,Peterborough,Skin cancer,0,35,46,93,172,169,1030,Central East
30,2019,E06000032,Luton,Bladder,0,3,3,15,14,15,100,Central East
30,2019,E06000032,Luton,Blood cancer,6,17,20,39,33,21,272,Central East
30,2019,E06000032,Luton,Bowel,1,7,15,11,27,22,166,Central East
30,2019,E06000032,Luton,Brain,6,6,8,5,7,5,74,Central East
30,2019,E06000032,Luton,Head and neck,0,0,9,14,7,3,66,Central East
30,2019,E06000032,Luton,Kidney,0,3,6,6,9,2,52,Central East
30,2019,E06000032,Luton,Liver and biliary tract,0,3,4,13,5,9,68,Central East
30,2019,E06000032,Luton,Lung,0,2,14,41,37,31,250,Central East
30,2019,E06000032,Luton,Pancreas,0,0,4,3,4,9,40,Central East
30,2019,E06000032,Luton,Skin cancer,0,20,33,60,117,136,732,Central East
31,2019,E06000033,Southend-on-Sea,Bladder,0,1,2,10,27,24,128,Essex
31,2019,E06000033,Southend-on-Sea,Blood cancer,1,19,12,20,37,27,232,Essex
31,2019,E06000033,Southend-on-Sea,Bowel,1,5,12,26,32,24,200,Essex
31,2019,E06000033,Southend-on-Sea,Brain,3,6,4,1,9,6,58,Essex
31,2019,E06000033,Southend-on-Sea,Head and neck,0,5,10,8,11,6,80,Essex
31,2019,E06000033,Southend-on-Sea,Kidney,0,6,4,6,5,3,48,Essex
31,2019,E06000033,Southend-on-Sea,Liver and biliary tract,0,0,3,5,5,4,34,Essex
31,2019,E06000033,Southend-on-Sea,Lung,0,2,14,25,44,32,234,Essex
31,2019,E06000033,Southend-on-Sea,Pancreas,0,1,2,10,11,5,58,Essex
31,2019,E06000033,Southend-on-Sea,Skin cancer,0,69,98,133,308,331,1878,Essex
32,2019,E06000034,Thurrock,Bladder,0,1,5,11,18,14,98,Essex
32,2019,E06000034,Thurrock,Blood cancer,4,11,11,20,22,19,174,Essex
32,2019,E06000034,Thurrock,Bowel,1,9,16,18,38,22,208,Essex
32,2019,E06000034,Thurrock,Brain,1,6,11,4,4,0,52,Essex
32,2019,E06000034,Thurrock,Head and neck,1,0,7,10,8,0,52,Essex
32,2019,E06000034,Thurrock,Kidney,0,1,4,7,4,3,38,Essex
32,2019,E06000034,Thurrock,Liver and biliary tract,0,1,2,6,7,10,52,Essex
32,2019,E06000034,Thurrock,Lung,0,5,15,26,54,41,282,Essex
32,2019,E06000034,Thurrock,Pancreas,0,0,3,3,12,11,58,Essex
32,2019,E06000034,Thurrock,Skin cancer,1,48,78,97,215,222,1322,Essex
52,2019,E06000055,Bedford,Bladder,0,3,6,15,17,19,120,Central East
52,2019,E06000055,Bedford,Blood cancer,6,15,16,23,27,32,238,Central East
52,2019,E06000055,Bedford,Bowel,0,9,18,26,44,36,266,Central East
52,2019,E06000055,Bedford,Brain,2,6,15,10,9,6,96,Central East
52,2019,E06000055,Bedford,Head and neck,0,7,7,13,1,5,66,Central East
52,2019,E06000055,Bedford,Kidney,0,2,4,7,10,2,50,Central East
52,2019,E06000055,Bedford,Liver and biliary tract,0,1,0,10,3,7,42,Central East
52,2019,E06000055,Bedford,Lung,0,5,17,22,32,29,210,Central East
52,2019,E06000055,Bedford,Pancreas,0,2,4,2,5,8,42,Central East
52,2019,E06000055,Bedford,Skin cancer,0,46,70,128,271,299,1628,Central East
53,2019,E06000056,Central Bedfordshire,Bladder,0,1,9,20,34,29,186,Central East
53,2019,E06000056,Central Bedfordshire,Blood cancer,8,16,29,45,54,43,390,Central East
53,2019,E06000056,Central Bedfordshire,Bowel,0,12,32,38,49,48,358,Central East
53,2019,E06000056,Central Bedfordshire,Brain,3,7,12,11,7,7,94,Central East
53,2019,E06000056,Central Bedfordshire,Head and neck,0,1,4,11,16,6,76,Central East
53,2019,E06000056,Central Bedfordshire,Kidney,0,5,8,15,20,7,110,Central East
53,2019,E06000056,Central Bedfordshire,Liver and biliary tract,0,0,3,11,9,5,56,Central East
53,2019,E06000056,Central Bedfordshire,Lung,0,1,11,50,61,52,350,Central East
53,2019,E06000056,Central Bedfordshire,Pancreas,0,1,9,4,12,14,80,Central East
53,2019,E06000056,Central Bedfordshire,Skin cancer,1,78,127,204,419,432,2522,Central East
64,2019,E07000008,Cambridge,Bladder,0,0,4,6,9,7,52,Central East
64,2019,E07000008,Cambridge,Blood cancer,4,16,7,16,17,11,142,Central East
64,2019,E07000008,Cambridge,Bowel,0,9,5,13,12,19,116,Central East
64,2019,E07000008,Cambridge,Brain,2,9,1,2,4,4,44,Central East
64,2019,E07000008,Cambridge,Head and neck,0,3,2,3,3,1,24,Central East
64,2019,E07000008,Cambridge,Kidney,0,1,3,4,3,3,28,Central East
64,2019,E07000008,Cambridge,Liver and biliary tract,0,0,1,1,3,2,14,Central East
64,2019,E07000008,Cambridge,Lung,0,4,8,14,25,11,124,Central East
64,2019,E07000008,Cambridge,Pancreas,0,0,2,3,5,4,28,Central East
64,2019,E07000008,Cambridge,Skin cancer,0,44,45,67,147,157,920,Central East
65,2019,E07000009,East Cambridgeshire,Bladder,0,1,6,7,9,7,60,Central East
65,2019,E07000009,East Cambridgeshire,Blood cancer,2,4,6,18,19,11,120,Central East
65,2019,E07000009,East Cambridgeshire,Bowel,0,7,5,7,17,28,128,Central East
65,2019,E07000009,East Cambridgeshire,Brain,2,3,2,1,5,1,28,Central East
65,2019,E07000009,East Cambridgeshire,Head and neck,0,2,5,10,1,1,38,Central East
65,2019,E07000009,East Cambridgeshire,Kidney,0,2,2,6,6,3,38,Central East
65,2019,E07000009,East Cambridgeshire,Liver and biliary tract,0,1,1,4,4,2,24,Central East
65,2019,E07000009,East Cambridgeshire,Lung,0,2,4,6,26,14,104,Central East
65,2019,E07000009,East Cambridgeshire,Pancreas,0,0,2,3,8,3,32,Central East
65,2019,E07000009,East Cambridgeshire,Skin cancer,0,27,49,89,133,158,912,Central East
66,2019,E07000010,Fenland,Bladder,0,4,3,9,12,16,88,Central East
66,2019,E07000010,Fenland,Blood cancer,0,3,5,6,22,22,116,Central East
66,2019,E07000010,Fenland,Bowel,0,1,8,20,30,21,160,Central East
66,2019,E07000010,Fenland,Brain,1,7,5,3,3,4,46,Central East
66,2019,E07000010,Fenland,Head and neck,0,0,4,4,3,2,26,Central East
66,2019,E07000010,Fenland,Kidney,0,1,5,8,17,8,78,Central East
66,2019,E07000010,Fenland,Liver and biliary tract,0,0,1,7,8,2,36,Central East
66,2019,E07000010,Fenland,Lung,0,1,7,29,35,24,192,Central East
66,2019,E07000010,Fenland,Pancreas,0,2,2,5,9,5,46,Central East
66,2019,E07000010,Fenland,Skin cancer,0,18,32,71,128,158,814,Central East
67,2019,E07000011,Huntingdonshire,Bladder,0,1,5,7,21,18,104,Central East
67,2019,E07000011,Huntingdonshire,Blood cancer,3,7,9,22,41,35,234,Central East
67,2019,E07000011,Huntingdonshire,Bowel,1,5,11,27,32,37,226,Central East
67,2019,E07000011,Huntingdonshire,Brain,3,4,7,6,0,6,52,Central East
67,2019,E07000011,Huntingdonshire,Head and neck,1,5,8,7,8,4,66,Central East
67,2019,E07000011,Huntingdonshire,Kidney,0,6,5,6,9,5,62,Central East
67,2019,E07000011,Huntingdonshire,Liver and biliary tract,0,1,2,5,13,10,62,Central East
67,2019,E07000011,Huntingdonshire,Lung,0,1,8,21,43,36,218,Central East
67,2019,E07000011,Huntingdonshire,Pancreas,0,1,4,6,11,5,54,Central East
67,2019,E07000011,Huntingdonshire,Skin cancer,0,52,81,155,299,292,1758,Central East
68,2019,E07000012,South Cambridgeshire,Bladder,0,0,5,12,21,28,132,Central East
68,2019,E07000012,South Cambridgeshire,Blood cancer,2,16,12,26,38,32,252,Central East
68,2019,E07000012,South Cambridgeshire,Bowel,0,4,9,22,25,39,198,Central East
68,2019,E07000012,South Cambridgeshire,Brain,2,6,2,4,5,11,60,Central East
68,2019,E07000012,South Cambridgeshire,Head and neck,0,4,4,6,6,3,46,Central East
68,2019,E07000012,South Cambridgeshire,Kidney,0,2,2,7,7,6,48,Central East
68,2019,E07000012,South Cambridgeshire,Liver and biliary tract,0,1,2,7,5,8,46,Central East
68,2019,E07000012,South Cambridgeshire,Lung,0,7,7,18,33,37,204,Central East
68,2019,E07000012,South Cambridgeshire,Pancreas,0,2,1,5,5,18,62,Central East
68,2019,E07000012,South Cambridgeshire,Skin cancer,0,56,85,139,304,305,1778,Central East
90,2019,E07000066,Basildon,Bladder,0,2,3,11,19,22,114,Essex
90,2019,E07000066,Basildon,Blood cancer,5,16,12,26,39,32,260,Essex
90,2019,E07000066,Basildon,Bowel,0,11,12,36,39,34,264,Essex
90,2019,E07000066,Basildon,Brain,3,6,4,4,6,1,48,Essex
90,2019,E07000066,Basildon,Head and neck,0,4,8,8,8,4,64,Essex
90,2019,E07000066,Basildon,Kidney,0,2,15,7,7,5,72,Essex
90,2019,E07000066,Basildon,Liver and biliary tract,0,2,2,10,13,4,62,Essex
90,2019,E07000066,Basildon,Lung,0,1,10,30,45,40,252,Essex
90,2019,E07000066,Basildon,Pancreas,0,0,5,9,9,9,64,Essex
90,2019,E07000066,Basildon,Skin cancer,4,79,90,132,302,346,1906,Essex
91,2019,E07000067,Braintree,Bladder,0,3,5,13,14,19,108,Essex
91,2019,E07000067,Braintree,Blood cancer,4,5,4,21,41,19,188,Essex
91,2019,E07000067,Braintree,Bowel,0,9,8,29,42,31,238,Essex
91,2019,E07000067,Braintree,Brain,3,7,7,8,6,5,72,Essex
91,2019,E07000067,Braintree,Head and neck,1,1,1,8,4,6,42,Essex
91,2019,E07000067,Braintree,Kidney,0,2,5,4,15,8,68,Essex
91,2019,E07000067,Braintree,Liver and biliary tract,0,0,2,6,5,6,38,Essex
91,2019,E07000067,Braintree,Lung,0,2,12,14,42,32,204,Essex
91,2019,E07000067,Braintree,Pancreas,0,1,2,8,10,9,60,Essex
91,2019,E07000067,Braintree,Skin cancer,2,46,80,146,252,237,1526,Essex
92,2019,E07000068,Brentwood,Bladder,0,1,3,6,10,10,60,Essex
92,2019,E07000068,Brentwood,Blood cancer,0,8,4,11,13,18,108,Essex
92,2019,E07000068,Brentwood,Bowel,0,6,7,16,23,14,132,Essex
92,2019,E07000068,Brentwood,Brain,2,5,0,3,5,2,34,Essex
92,2019,E07000068,Brentwood,Head and neck,0,2,6,4,3,1,32,Essex
92,2019,E07000068,Brentwood,Kidney,0,2,4,3,7,1,34,Essex
92,2019,E07000068,Brentwood,Liver and biliary tract,0,2,0,1,2,6,22,Essex
92,2019,E07000068,Brentwood,Lung,0,0,3,10,19,13,90,Essex
92,2019,E07000068,Brentwood,Pancreas,0,0,0,0,5,2,14,Essex
92,2019,E07000068,Brentwood,Skin cancer,0,24,56,84,141,164,938,Essex
93,2019,E07000069,Castle Point,Bladder,0,1,2,8,19,16,92,Essex
93,2019,E07000069,Castle Point,Blood cancer,2,6,10,20,27,19,168,Essex
93,2019,E07000069,Castle Point,Bowel,0,4,10,16,28,19,154,Essex
93,2019,E07000069,Castle Point,Brain,0,3,1,5,7,2,36,Essex
93,2019,E07000069,Castle Point,Head and neck,0,3,5,5,3,4,40,Essex
93,2019,E07000069,Castle Point,Kidney,0,1,4,2,5,1,26,Essex
93,2019,E07000069,Castle Point,Liver and biliary tract,0,1,3,3,8,1,32,Essex
93,2019,E07000069,Castle Point,Lung,0,1,4,17,32,24,156,Essex
93,2019,E07000069,Castle Point,Pancreas,0,0,0,5,4,8,34,Essex
93,2019,E07000069,Castle Point,Skin cancer,2,34,46,102,215,200,1198,Essex
94,2019,E07000070,Chelmsford,Bladder,0,1,5,10,22,13,102,Essex
94,2019,E07000070,Chelmsford,Blood cancer,4,8,16,24,44,29,250,Essex
94,2019,E07000070,Chelmsford,Bowel,0,4,16,20,34,41,230,Essex
94,2019,E07000070,Chelmsford,Brain,2,5,8,3,9,7,68,Essex
94,2019,E07000070,Chelmsford,Head and neck,0,0,2,13,9,6,60,Essex
94,2019,E07000070,Chelmsford,Kidney,0,3,5,5,14,13,80,Essex
94,2019,E07000070,Chelmsford,Liver and biliary tract,0,0,4,2,7,5,36,Essex
94,2019,E07000070,Chelmsford,Lung,0,1,6,20,38,26,182,Essex
94,2019,E07000070,Chelmsford,Pancreas,0,1,4,10,11,16,84,Essex
94,2019,E07000070,Chelmsford,Skin cancer,1,67,97,181,320,336,2004,Essex
95,2019,E07000071,Colchester,Bladder,0,0,1,12,23,19,110,Essex
95,2019,E07000071,Colchester,Blood cancer,4,11,16,20,26,37,228,Essex
95,2019,E07000071,Colchester,Bowel,0,12,12,39,32,27,244,Essex
95,2019,E07000071,Colchester,Brain,4,7,3,8,7,6,70,Essex
95,2019,E07000071,Colchester,Head and neck,0,3,8,9,11,6,74,Essex
95,2019,E07000071,Colchester,Kidney,0,5,8,11,11,5,80,Essex
95,2019,E07000071,Colchester,Liver and biliary tract,0,1,2,3,6,4,32,Essex
95,2019,E07000071,Colchester,Lung,0,4,8,23,49,43,254,Essex
95,2019,E07000071,Colchester,Pancreas,0,3,0,4,4,5,32,Essex
95,2019,E07000071,Colchester,Skin cancer,0,42,77,109,264,277,1538,Essex
96,2019,E07000072,Epping Forest,Bladder,0,1,0,9,14,22,92,Essex
96,2019,E07000072,Epping Forest,Blood cancer,3,5,8,20,28,31,190,Essex
96,2019,E07000072,Epping Forest,Bowel,0,9,7,12,29,30,174,Essex
96,2019,E07000072,Epping Forest,Brain,2,6,2,5,6,4,50,Essex
96,2019,E07000072,Epping Forest,Head and neck,0,1,6,6,5,3,42,Essex
96,2019,E07000072,Epping Forest,Kidney,0,0,4,5,6,7,44,Essex
96,2019,E07000072,Epping Forest,Liver and biliary tract,0,0,0,4,3,5,24,Essex
96,2019,E07000072,Epping Forest,Lung,0,1,4,18,30,27,160,Essex
96,2019,E07000072,Epping Forest,Pancreas,0,1,2,4,1,9,34,Essex
96,2019,E07000072,Epping Forest,Skin cancer,1,35,57,101,197,233,1248,Essex
97,2019,E07000073,Harlow,Bladder,0,0,2,5,5,9,42,Essex
97,2019,E07000073,Harlow,Blood cancer,4,13,8,6,17,17,130,Essex
97,2019,E07000073,Harlow,Bowel,0,1,7,9,13,21,102,Essex
97,2019,E07000073,Harlow,Brain,1,3,1,5,5,2,34,Essex
97,2019,E07000073,Harlow,Head and neck,0,0,4,2,5,3,28,Essex
97,2019,E07000073,Harlow,Kidney,0,0,5,1,3,2,22,Essex
97,2019,E07000073,Harlow,Liver and biliary tract,0,1,3,2,6,5,34,Essex
